Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-03-12 15:04:56.401 +0900,"Aborted",0:00:39,1,0,1,"20190312_150456.401/LogFile.txt","","",0
