Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-03-12 15:03:43.903 +0900,"Success",0:00:23,0,0,0,"20190312_150343.903/LogFile.txt","","",1
